Sexo,Edad,Estudios,Comunidad,Aportan_vs_Reciben,Quitan_Trabajo,Matrimonio_Hijo,Valoracion_General,Tramo_edad
Hombre,71.0,FP de grado superior,Galicia,Más de lo que aportan,Muy de acuerdo,Acepta/ría,Positiva,Jubilados
Hombre,44.0,Bachillerato,Galicia,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,62.0,FP de grado superior,Galicia,Más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,53.0,Educación secundaria,Galicia,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Mujer,43.0,Educación secundaria,Galicia,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,25.0,Bachillerato,Galicia,N.S.,Más bien de acuerdo,Acepta/ría,Negativa,Jóvenes
Mujer,46.0,FP de grado superior,País Vasco,Menos de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos
Mujer,71.0,Educación primaria,País Vasco,Más de lo que aportan,Muy de acuerdo,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Jubilados
Mujer,37.0,Estudios de licenciatura,País Vasco,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,45.0,FP de grado superior,País Vasco,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Hombre,38.0,Estudios de licenciatura,País Vasco,N.S.,Muy de acuerdo,Acepta/ría,N.S.,Adultos
Hombre,62.0,Educación secundaria,Cataluña,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,51.0,Bachillerato,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,65.0,FP de grado superior,Cataluña,Mucho más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Mujer,69.0,Educación primaria,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Muy negativa,Jubilados
Hombre,31.0,FP de grado medio,Cataluña,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,39.0,Doctorado,Cataluña,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,76.0,,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Muy negativa,Jubilados
Mujer,26.0,Estudios de grado,Cataluña,Tanto como aportan,Muy en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jóvenes
Mujer,52.0,Bachillerato,Cataluña,N.S.,Más bien en desacuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,25.0,FP de grado superior,Cataluña,Más de lo que aportan,N.S.,(NO LEER) Depende,Muy negativa,Jóvenes
Mujer,71.0,,Andalucía,N.S.,Muy de acuerdo,N.S.,(NO LEER) Ni positiva ni negativa,Jubilados
Mujer,61.0,FP grado inicial,Andalucía,Menos de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,38.0,FP de grado medio,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,69.0,Educación primaria,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,49.0,FP de grado medio,Andalucía,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,27.0,Bachillerato,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,59.0,Educación secundaria,Andalucía,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,30.0,Diplomatura,Andalucía,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,31.0,Educación secundaria,Andalucía,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,67.0,Educación secundaria,Madrid (Comunidad de),N.S.,Más bien de acuerdo,Acepta/ría,Positiva,Jubilados
Mujer,59.0,Educación secundaria,Madrid (Comunidad de),N.C.,N.C.,Acepta/ría,Positiva,Adultos Mayores
Mujer,26.0,Estudios de grado,Madrid (Comunidad de),Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,27.0,Educación secundaria,Madrid (Comunidad de),Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,25.0,Estudios de grado,Andalucía,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,26.0,Estudios de grado,Andalucía,Mucho más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,43.0,Doctorado,Andalucía,Mucho más de lo que aportan,Más bien en desacuerdo,(NO LEER) Depende,Positiva,Adultos
Hombre,64.0,Bachillerato,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,80.0,Diplomatura,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,61.0,Educación secundaria,Andalucía,Más de lo que aportan,N.S.,Acepta/ría,Negativa,Adultos Mayores
Hombre,90.0,Arquitectura o ingeniería técnicas,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Jubilados
Mujer,35.0,Máster oficial universitario,Andalucía,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Adultos
Mujer,59.0,Diplomatura,Andalucía,Más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Muy negativa,Adultos Mayores
Mujer,46.0,Estudios de licenciatura,Andalucía,N.S.,Más bien de acuerdo,N.S.,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,66.0,Educación primaria,Andalucía,Más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Jubilados
Mujer,66.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Jubilados
Hombre,52.0,Estudios de licenciatura,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,N.C.,Adultos Mayores
Hombre,20.0,Bachillerato,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,63.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Adultos Mayores
Hombre,44.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Muy negativa,Adultos
Mujer,33.0,Bachillerato,Galicia,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,71.0,Educación primaria,Galicia,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Jubilados
Mujer,43.0,Bachillerato,Galicia,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,45.0,Bachillerato,Galicia,Mucho más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,64.0,Educación secundaria,Galicia,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,19.0,Bachillerato,Galicia,N.S.,N.S.,Acepta/ría,Positiva,Jóvenes
Hombre,44.0,Educación secundaria,Galicia,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Hombre,68.0,Educación secundaria,Madrid (Comunidad de),N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,30.0,Diplomatura,Madrid (Comunidad de),N.S.,N.S.,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jóvenes
Mujer,72.0,Educación secundaria,Madrid (Comunidad de),N.S.,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,62.0,Bachillerato,Madrid (Comunidad de),Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,74.0,Bachillerato,Madrid (Comunidad de),N.S.,N.S.,Trataría de evitarla,Negativa,Jubilados
Hombre,42.0,Bachillerato,Madrid (Comunidad de),Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,52.0,Estudios de licenciatura,Madrid (Comunidad de),N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,36.0,FP de grado superior,Madrid (Comunidad de),Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,39.0,Estudios de licenciatura,Madrid (Comunidad de),N.S.,N.S.,Acepta/ría,Positiva,Adultos
Hombre,41.0,Menos de 5 años de escolarización,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,N.S.,Adultos
Mujer,39.0,Educación primaria,Cataluña,Mucho más de lo que aportan,N.S.,Trataría de evitarla,N.S.,Adultos
Mujer,24.0,Educación primaria,Cataluña,Más de lo que aportan,Muy de acuerdo,Rechazaría,Positiva,Jóvenes
Hombre,80.0,Menos de 5 años de escolarización,Cataluña,Mucho más de lo que aportan,Más bien de acuerdo,Rechazaría,N.C.,Jubilados
Hombre,61.0,FP de grado superior,Cataluña,Más de lo que aportan,Muy de acuerdo,N.C.,Positiva,Adultos Mayores
Hombre,43.0,Educación secundaria,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Positiva,Adultos
Mujer,18.0,Educación primaria,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,
Mujer,49.0,,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos
Mujer,83.0,,Cataluña,Más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Jubilados
Hombre,72.0,Educación primaria,Cataluña,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Jubilados
Mujer,59.0,Estudios de licenciatura,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Trataría de evitarla,Positiva,Adultos Mayores
Hombre,55.0,Estudios de licenciatura,Cataluña,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,56.0,Estudios de licenciatura,Cataluña,N.S.,Más bien en desacuerdo,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,39.0,Educación secundaria,Cataluña,N.S.,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,71.0,,Cataluña,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,48.0,Educación primaria,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos
Hombre,33.0,Educación secundaria,Cataluña,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Adultos
Mujer,66.0,Menos de 5 años de escolarización,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Jubilados
Mujer,86.0,Estudios de licenciatura,Castilla-La Mancha,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,39.0,Arquitectura o ingeniería técnicas,Castilla-La Mancha,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,26.0,Máster oficial universitario,Castilla-La Mancha,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Muy positiva,Jóvenes
Hombre,73.0,Arquitectura o ingeniería técnicas,Castilla-La Mancha,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jubilados
Mujer,59.0,Educación secundaria,Comunitat Valenciana,Más de lo que aportan,Más bien en desacuerdo,(NO LEER) Depende,Positiva,Adultos Mayores
Mujer,88.0,N.S./N.C.,Comunitat Valenciana,Más de lo que aportan,Más bien de acuerdo,Rechazaría,Positiva,Jubilados
Mujer,40.0,FP de grado superior,Comunitat Valenciana,Más de lo que aportan,N.S.,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,43.0,Educación secundaria,Comunitat Valenciana,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,24.0,FP grado inicial,Comunitat Valenciana,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,69.0,Menos de 5 años de escolarización,Comunitat Valenciana,N.S.,Más bien de acuerdo,Acepta/ría,Positiva,Jubilados
Mujer,49.0,Bachillerato,Comunitat Valenciana,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,63.0,Educación secundaria,Comunitat Valenciana,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Positiva,Adultos Mayores
Hombre,42.0,Diplomatura,Comunitat Valenciana,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,67.0,Educación secundaria,Comunitat Valenciana,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jubilados
Mujer,70.0,Menos de 5 años de escolarización,Comunitat Valenciana,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,47.0,Educación secundaria,Comunitat Valenciana,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos
Mujer,44.0,Bachillerato,Comunitat Valenciana,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,41.0,Estudios de licenciatura,Comunitat Valenciana,Menos de lo que aportan,N.S.,Acepta/ría,Positiva,Adultos
Hombre,28.0,FP de grado medio,Comunitat Valenciana,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,70.0,Menos de 5 años de escolarización,Murcia (Región de),Mucho más de lo que aportan,Más bien de acuerdo,Rechazaría,Negativa,Jubilados
Mujer,49.0,Bachillerato,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Positiva,Adultos
Hombre,53.0,Educación secundaria,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Adultos Mayores
Mujer,68.0,Educación secundaria,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Jubilados
Hombre,31.0,Educación secundaria,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos
Hombre,39.0,Arquitectura o ingeniería técnicas,Murcia (Región de),Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,51.0,FP de grado medio,Murcia (Región de),Tanto como aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,47.0,Bachillerato,Comunitat Valenciana,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Adultos
Mujer,74.0,FP de grado medio,Comunitat Valenciana,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,43.0,Diplomatura,Comunitat Valenciana,Más de lo que aportan,Más bien en desacuerdo,(NO LEER) Depende,Negativa,Adultos
Mujer,33.0,Estudios de licenciatura,Comunitat Valenciana,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,27.0,Estudios de licenciatura,Comunitat Valenciana,Más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Jóvenes
Mujer,51.0,Estudios de licenciatura,Comunitat Valenciana,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,58.0,Diplomatura,Comunitat Valenciana,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,75.0,FP de grado medio,Comunitat Valenciana,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,56.0,Diplomatura,Comunitat Valenciana,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,76.0,Menos de 5 años de escolarización,Canarias,Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Jubilados
Mujer,73.0,Educación primaria,Canarias,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,53.0,Educación secundaria,Canarias,Menos de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,80.0,Educación primaria,Canarias,Mucho menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,54.0,Educación secundaria,Canarias,Tanto como aportan,Más bien de acuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,43.0,Educación secundaria,Canarias,Menos de lo que aportan,Muy de acuerdo,N.S.,Muy negativa,Adultos
Hombre,43.0,Educación secundaria,Canarias,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Muy negativa,Adultos
Hombre,27.0,Bachillerato,Canarias,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Muy negativa,Jóvenes
Mujer,37.0,FP de grado superior,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,60.0,Diplomatura,Cataluña,Más de lo que aportan,N.S.,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,68.0,Educación secundaria,Cataluña,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Jubilados
Mujer,47.0,Bachillerato,Cataluña,N.S.,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Hombre,59.0,Estudios de licenciatura,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,33.0,FP de grado superior,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,31.0,Máster oficial universitario,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,63.0,FP de grado superior,Cataluña,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,29.0,Otros,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Jóvenes
Mujer,55.0,Diplomatura,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,69.0,FP de grado superior,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,42.0,FP de grado medio,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,46.0,Bachillerato,Cataluña,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,N.S.,Adultos
Mujer,44.0,Estudios de licenciatura,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,61.0,Diplomatura,Cataluña,N.C.,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos Mayores
Hombre,29.0,Educación secundaria,Cataluña,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Jóvenes
Mujer,36.0,FP de grado medio,Cataluña,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,31.0,Bachillerato,Cataluña,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Hombre,40.0,Arquitectura o ingeniería técnicas,Cataluña,N.C.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,45.0,Estudios de licenciatura,Cataluña,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,69.0,Bachillerato,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Muy negativa,Jubilados
Mujer,26.0,FP de grado superior,Cataluña,Más de lo que aportan,N.S.,Acepta/ría,Positiva,Jóvenes
Mujer,84.0,,Canarias,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,N.S.,Jubilados
Hombre,43.0,Doctorado,Canarias,N.S.,Muy en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,61.0,Educación primaria,Cataluña,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,20.0,FP de grado superior,Cataluña,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,79.0,Educación primaria,Cataluña,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,43.0,Bachillerato,Cataluña,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,46.0,Diplomatura,Cataluña,Mucho más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Adultos
Hombre,58.0,Estudios de licenciatura,Cataluña,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos Mayores
Hombre,45.0,Educación secundaria,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,25.0,Bachillerato,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,78.0,Menos de 5 años de escolarización,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
